,Count,Count,Count,Count,Count,Count,Count,Count,Count,Count
Document,Britain and the world,Business Environment,Chapter,Foreword from the Prime Minister,Grand Challenges,Ideas,Infrastructure,Introduction,People,Places
economies,3,2,0,0,0,3,2,3,2,4
economist,0,1,0,0,0,0,0,0,0,0
economists,0,0,0,0,0,0,0,1,0,1
economy,7,36,0,8,22,12,36,25,19,6
ecosystem,0,0,0,0,0,3,0,0,0,0
ecosystems,0,0,0,0,0,1,1,0,0,3
edge,0,4,0,0,0,4,4,2,0,0
edinburgh,0,0,0,0,0,1,1,0,0,0
edinburghbased,0,0,0,0,0,1,0,0,0,0
edtech,0,0,0,0,1,0,0,0,1,0
educated,0,0,0,0,0,0,0,0,2,0
education,2,3,0,0,3,12,0,1,78,10
educational,0,0,0,0,0,0,0,0,5,1
educators,0,0,0,0,1,0,0,0,0,0
effect,0,0,0,0,1,0,0,0,0,2
effective,0,6,0,0,3,2,4,2,3,3
effectively,0,2,0,0,3,0,1,0,3,3
effectiveness,1,0,0,0,0,0,1,0,0,0
effects,0,0,0,0,0,1,1,0,0,0
efficiency,0,2,0,0,6,2,16,1,0,0
efficient,0,4,0,0,7,4,4,0,0,0
efficiently,0,0,0,0,1,0,3,0,0,0
effort,0,0,0,0,1,1,0,0,1,0
efforts,0,0,0,0,0,0,0,1,0,1
eictur,0,0,0,0,0,0,0,1,0,0
eight,0,2,0,0,0,1,0,1,1,0
either,0,0,0,0,0,0,0,0,1,0
eium,0,0,0,0,0,0,0,1,0,0
elected,0,0,0,0,0,0,1,0,0,4
electric,0,1,0,0,8,0,5,0,0,0
electrical,0,0,0,0,0,0,0,0,0,1
electricity,0,0,0,0,1,0,5,0,0,0
electrification,0,1,0,0,1,1,1,0,0,0
electronic,0,0,0,0,0,0,1,0,0,0
electronics,0,0,0,0,1,0,0,0,0,0
element,0,0,0,0,0,1,0,0,1,0
elements,0,0,0,0,0,0,1,0,0,0
eligibility,0,0,0,0,0,0,1,0,0,0
eligible,0,0,0,0,0,0,1,0,0,0
elizabeth,0,0,0,0,0,0,0,0,0,1
ellis,0,0,0,0,0,0,0,0,1,0
else,0,0,0,0,0,0,0,0,1,0
elsevier,0,0,0,0,0,1,0,0,0,0
elsewhere,0,0,0,0,0,1,0,0,2,0
email,0,1,0,0,0,0,0,0,0,0
embed,0,0,0,0,0,0,4,0,1,0
embedding,0,0,0,0,2,0,0,0,0,0
embrace,2,1,0,0,2,0,0,3,0,0
embracing,0,1,0,0,1,0,2,0,0,0
emerge,0,1,0,1,0,0,0,0,0,0
emergence,0,0,0,0,1,0,2,0,0,0
emerging,2,6,0,0,5,9,1,3,2,2
emission,0,3,0,0,7,0,2,0,0,0
emissions,0,1,0,0,5,2,1,0,0,1
emphasis,0,1,0,0,0,0,0,1,0,0
emphasise,0,1,0,0,0,0,0,0,0,0
emphasised,0,0,0,0,0,0,1,0,0,0
emphatic,0,2,0,0,0,0,0,0,0,0
empl,0,4,0,0,0,0,0,0,0,0
employ,0,0,0,0,0,0,0,0,2,0
employability,0,0,0,0,0,0,0,0,1,0
employed,0,1,0,0,0,0,0,0,2,0
employee,0,0,0,0,0,0,0,1,0,0
employees,0,1,0,0,1,1,0,0,4,0
employer,0,1,0,0,1,0,0,0,7,0
employerled,0,0,0,0,0,0,0,0,1,0
employers,0,2,0,0,3,0,0,0,34,5
employing,0,5,0,0,0,0,0,0,0,0
employment,0,4,0,2,0,0,1,5,20,1
employs,0,4,0,0,0,0,0,0,0,0
empowering,0,1,0,0,0,0,0,0,0,0
empowerment,0,0,0,0,0,0,0,1,0,0
enable,0,2,0,0,4,5,7,1,2,4
enabled,0,1,0,0,1,1,1,0,0,1
enables,0,0,0,0,0,1,1,1,1,0
enabling,0,1,0,0,1,2,3,0,4,0
encounters,0,0,0,0,0,0,0,0,1,0
encourage,0,3,0,0,5,1,3,0,3,0
encouraged,0,0,0,0,0,0,0,0,0,1
encourages,0,2,0,0,0,0,0,0,1,0
encouraging,0,2,0,0,2,0,5,0,1,0
end,0,3,0,0,0,0,7,0,4,1
endeavour,0,1,0,0,0,0,0,0,0,0
endeavours,0,1,0,0,0,1,0,2,0,0
endorsed,0,0,0,0,0,1,0,0,1,0
endorsing,0,2,0,0,0,0,0,0,0,0
endowment,0,0,0,0,0,0,0,0,1,0
endurance,0,1,0,0,0,0,0,0,0,0
endure,0,1,0,1,0,0,0,2,0,0
enduring,0,2,0,0,0,0,0,0,0,0
energy,1,3,0,3,24,21,51,2,0,4
energyintensive,0,0,0,0,1,0,0,0,0,0
enforcement,0,0,0,0,0,0,1,0,0,0
engage,0,1,0,0,2,1,0,0,0,1
engaged,0,1,0,0,0,1,0,0,0,0
engagement,1,4,0,0,1,5,0,1,1,0
engaging,0,0,0,0,3,0,0,0,1,0
engine,0,1,0,0,0,3,0,0,1,3
engineer,0,0,0,0,0,0,0,0,1,0
engineering,0,0,0,0,2,4,2,0,16,1
engineers,0,0,0,0,0,0,1,0,1,1
england,0,9,0,0,5,12,8,1,26,13
english,0,0,0,1,1,0,0,0,3,3
enhance,0,2,0,0,1,3,2,0,0,3
enhanced,0,2,0,0,1,0,1,0,0,0
enhancement,0,0,0,0,0,0,1,0,0,0
enhancing,0,6,0,0,0,0,2,0,0,0
enis,0,0,0,0,0,0,0,1,0,0
enjoy,0,0,0,0,0,0,0,1,2,0
enjoyed,0,0,0,0,0,0,0,0,1,2
enormous,0,1,0,1,3,0,0,1,0,0
enough,0,1,0,2,0,1,0,1,2,0
ensure,3,17,0,0,11,11,11,8,24,10
ensures,0,2,0,0,0,2,0,1,1,0
ensuring,0,8,0,0,2,0,3,1,4,2
entails,1,0,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,1,0,0,2,1
entering,0,0,0,0,1,0,0,0,1,0
enterprise,2,6,0,1,0,4,3,1,4,24
enterprises,0,1,0,0,0,2,1,0,0,0
enterprising,0,0,0,1,0,0,0,0,0,0
entertained,0,0,0,0,0,0,0,1,0,0
entertainment,0,0,0,0,0,1,0,0,0,0
enthusiasm,0,1,0,0,0,0,0,0,0,0
entire,0,0,0,0,1,0,0,0,0,1
entirely,0,0,0,0,0,2,0,0,0,0
entitlement,0,0,0,0,1,0,0,0,1,0
entrance,0,0,0,0,0,0,1,0,0,0
entrants,0,2,0,0,2,1,1,0,0,0
entrenched,0,0,0,0,0,0,0,0,1,0
entrepreneur,0,1,0,0,1,0,0,0,0,0
entrepreneurial,0,4,0,0,2,1,0,0,0,0
entrepreneurs,0,2,0,0,0,0,0,1,0,0
entrepreneurship,0,3,0,0,0,0,0,1,0,0
entries,0,0,0,0,1,0,0,0,4,0
entry,0,2,0,0,0,0,0,0,2,0
environment,1,18,0,2,2,6,14,8,0,2
environmental,0,3,0,0,0,2,3,0,0,0
environmentally,0,0,0,0,1,0,0,0,0,0
environments,0,2,0,0,3,1,1,0,0,0
epitomises,0,0,0,1,0,0,0,0,0,0
equality,0,0,0,0,0,0,0,0,1,0
equally,0,0,0,0,0,0,0,0,3,0
equating,0,0,0,0,0,0,0,0,1,0
equip,0,0,0,0,0,0,0,0,1,0
equipment,0,1,0,0,0,2,0,0,0,0
equipped,0,1,0,0,1,0,0,0,0,0
equipping,0,1,0,0,0,0,0,0,1,0
equitable,0,1,0,0,0,0,0,0,0,0
equity,0,0,0,0,0,0,1,0,0,0
equivalent,0,0,0,0,0,0,1,0,1,0
era,0,0,0,0,0,0,1,0,0,0
erc,0,0,0,0,0,1,0,0,0,0
eroding,0,0,0,0,0,0,1,0,0,0
erosion,0,0,0,0,0,1,0,0,0,0
erum,0,0,0,0,0,0,0,1,0,0
esis,0,0,0,0,0,0,1,0,0,0
esp,0,0,0,0,0,1,0,0,0,0
especially,1,3,0,0,0,0,0,0,0,0
essential,0,4,0,0,1,0,7,3,0,4
essex,0,1,0,0,0,0,0,0,0,0
est,0,0,0,0,0,1,0,0,0,0
establish,0,7,0,0,4,3,3,0,3,2
established,0,3,0,0,0,4,2,1,2,0
establishes,0,0,0,0,0,1,0,0,0,0
establishing,0,1,0,1,2,1,3,1,0,0
establishment,0,0,0,0,0,0,2,0,1,0
estate,0,1,0,0,0,0,0,0,0,0
estimate,0,1,0,0,2,0,0,0,0,0
estimated,0,1,0,0,1,0,0,0,1,0
estimates,0,0,0,0,1,0,2,0,0,2
estuary,0,0,0,0,0,0,0,0,0,2
et,0,0,0,0,0,0,0,2,0,0
ethical,0,0,0,0,2,0,2,0,0,0
ethics,0,0,0,0,2,0,1,0,0,0
ethnic,0,0,0,0,0,0,0,0,9,0
ethnicity,0,0,0,0,0,0,0,0,2,0
eu,2,5,0,0,1,9,0,8,1,1
eum,0,0,0,0,0,0,0,1,0,0
eureka,0,0,0,0,0,2,0,0,0,0
europe,2,10,0,0,1,1,0,3,0,2
european,3,3,0,2,0,4,0,2,1,4
evaluate,0,0,0,0,0,1,0,1,0,0
evaluated,0,1,0,0,0,0,0,0,0,0
evaluating,0,2,0,0,0,0,0,0,0,0
evaluation,0,1,0,0,1,0,0,2,0,0
even,0,2,0,1,0,1,0,0,4,1
events,0,0,0,0,0,1,2,0,1,0
eventually,0,0,0,0,0,0,1,0,0,0
ever,1,1,0,0,1,1,0,1,3,0
every,0,10,0,0,3,6,0,5,4,1
everyday,0,0,0,0,1,0,0,0,0,0
everyone,1,2,0,1,3,1,0,0,11,1
everything,0,0,0,0,2,0,0,0,0,0
evidence,1,8,0,0,3,2,3,4,4,3
evidencebased,0,0,0,0,0,0,0,0,1,0
evidenced,0,0,0,0,0,1,0,0,1,0
evolution,0,0,0,0,0,0,2,0,0,0
evolve,0,0,0,0,1,0,0,0,0,0
evolves,0,0,0,0,0,0,1,0,0,0
ex,0,0,0,0,0,1,0,0,0,0
exactly,0,0,0,1,0,0,0,0,0,0
examine,0,2,0,0,0,0,0,0,0,0
examining,0,0,0,0,0,1,0,0,0,0
example,1,4,0,1,6,2,10,1,6,2
examples,0,0,0,0,0,1,0,0,1,0
exceed,0,1,0,0,0,0,0,0,0,0
excellence,0,0,0,1,1,13,1,1,2,2
excellent,0,0,0,0,0,4,0,0,1,2
excels,0,0,0,0,1,0,0,0,0,0
exceptional,0,1,0,0,0,1,1,0,1,0
exceptions,0,0,0,0,0,1,1,0,0,0
excess,0,1,0,0,0,0,0,0,0,0
exchange,0,0,0,0,0,8,0,0,0,0
exciting,0,1,0,1,0,2,1,0,1,0
excludes,0,1,0,0,0,0,0,0,0,0
executive,0,2,0,0,0,0,0,1,2,0
exemplar,0,0,0,0,0,0,0,0,0,1
exemplified,0,2,0,0,0,1,0,1,0,0
exemption,0,0,0,0,0,0,2,0,0,0
exercised,0,0,0,0,0,0,0,0,0,1
exeter,0,0,0,0,0,1,0,0,1,0
exhibition,0,0,0,0,0,0,0,0,0,1
exist,0,0,0,0,0,0,0,1,2,1
existence,0,0,0,0,0,0,0,0,1,0
existing,0,7,0,0,3,5,2,0,3,3
exists,0,1,0,0,0,0,1,0,1,1
exit,0,0,0,0,0,0,0,0,1,0
exiting,0,1,0,0,0,0,0,0,0,0
expand,0,1,0,0,1,0,0,0,5,0
expanded,0,0,0,0,0,1,1,0,0,0
expanding,0,1,0,0,0,0,0,1,1,1
expands,0,0,0,0,1,0,0,0,0,0
expansion,0,1,0,0,0,0,4,0,2,2
expansions,0,1,0,0,0,0,0,0,0,0
expect,0,7,0,0,3,1,1,0,1,0
expectation,0,1,0,0,0,1,0,0,0,0
expectations,0,2,0,0,0,0,0,0,2,0
expected,0,1,0,0,0,1,2,1,3,1
expenditure,0,0,0,0,0,1,0,0,0,1
expensive,0,0,0,0,0,1,0,0,0,0
experience,0,3,0,0,2,1,0,0,4,0
experienced,0,1,0,0,0,1,0,0,0,0
experiences,0,0,0,0,0,2,0,0,0,0
experiencing,0,1,0,0,0,0,0,0,0,0
experiment,0,0,0,0,0,1,0,0,0,0
expert,0,0,0,0,1,0,0,0,0,0
expertise,0,3,0,0,5,2,4,0,1,1
experts,0,0,0,0,0,0,0,0,2,0
explicitly,0,0,0,0,1,0,0,0,0,0
exploited,0,1,0,0,0,0,0,0,0,0
exploiting,0,0,0,0,0,0,1,0,0,0
exploration,0,0,0,0,0,1,0,0,0,0
explore,0,3,0,0,8,1,5,0,1,4
explored,0,0,0,0,1,0,0,0,0,0
exploring,0,1,0,0,0,0,3,0,0,0
export,1,13,0,0,2,1,3,2,0,0
exporters,0,1,0,0,0,0,1,1,0,0
exporting,0,0,0,0,0,0,2,0,0,0
exports,1,14,0,0,1,1,3,0,0,0
exposed,0,1,0,0,0,0,0,0,0,0
exposing,0,0,0,0,0,1,0,0,0,0
exposure,0,0,0,0,0,0,0,1,0,0
expression,0,0,0,0,0,1,0,0,0,0
expressions,0,1,0,0,0,0,0,0,0,0
extend,0,1,0,1,3,1,0,0,1,0
extended,0,1,0,0,1,0,1,0,0,0
extending,0,1,0,0,0,0,2,0,0,0
extends,0,0,0,0,0,0,0,1,0,1
extensive,0,2,0,0,0,0,0,1,1,1
extent,0,0,0,0,0,0,1,0,0,0
external,0,0,0,0,1,1,0,0,0,0
extra,0,1,0,0,1,1,0,0,1,0
extract,0,0,0,0,0,0,1,0,0,0
extraction,0,0,0,0,0,0,3,0,0,0
extraordinarily,0,0,0,1,0,0,0,0,0,0
extraordinary,0,2,0,0,1,0,0,0,0,0
extreme,0,1,0,0,0,2,0,0,0,0
face,1,3,0,0,0,1,2,0,3,2
faced,0,0,0,0,0,0,0,0,1,0
faceto,0,1,0,0,0,0,0,0,0,0
facilitate,0,0,0,0,1,0,6,0,0,0
facilitates,0,0,0,0,1,0,0,0,0,0
facilities,0,1,0,0,0,3,2,0,0,0
facility,0,1,0,0,0,2,3,0,0,2
facing,0,2,0,0,2,1,0,0,0,1
fact,0,0,0,0,0,0,0,1,2,0
factor,0,2,0,0,0,0,0,0,0,0
factories,0,0,0,0,0,0,0,0,0,1
factors,0,1,0,0,0,0,0,1,0,0
factory,0,0,0,0,0,0,0,0,0,1
fail,0,0,0,0,1,0,0,0,2,0
failure,0,0,0,0,1,0,0,0,1,0
failures,0,1,0,0,1,0,0,1,0,0
fair,0,4,0,1,2,0,0,2,1,0
fairer,0,0,0,1,0,0,0,0,0,0
fairness,0,1,0,0,0,0,0,0,0,0
fallen,0,0,0,0,0,0,1,1,2,0
families,0,1,0,1,0,0,0,0,1,0
far,0,0,0,0,0,1,1,0,0,0
faraday,0,1,0,0,1,1,1,0,0,0
farm,0,0,0,0,2,0,2,0,0,1
farmers,0,0,0,0,0,1,0,0,0,0
farming,0,0,0,0,1,1,1,0,0,0
fast,1,1,0,0,0,1,3,0,1,0
faster,0,3,0,0,0,2,3,0,0,1
fastest,1,6,0,0,0,0,0,0,1,0
fatal,0,0,0,0,0,1,0,0,0,0
favour,0,0,0,0,0,1,3,0,0,0
favourites,0,1,0,0,0,0,0,0,0,0
fear,0,0,0,0,1,0,0,0,0,0
feature,0,1,0,0,0,0,0,0,0,0
featuring,0,1,0,0,0,0,0,0,0,0
february,0,0,0,0,0,0,0,0,0,1
federation,0,2,0,0,0,0,0,1,0,0
fee,0,0,0,0,0,0,0,0,1,0
feed,0,0,0,0,0,2,0,0,0,0
feedback,0,0,0,0,0,0,2,1,0,1
feedin,0,0,0,0,0,0,1,0,0,0
feeds,0,0,0,0,0,0,0,0,1,0
feedstock,0,0,0,0,0,0,1,0,0,0
feel,0,2,0,0,1,0,0,0,0,0
felixstowe,0,1,0,0,0,0,0,0,0,0
fellow,0,0,0,0,0,0,0,1,0,0
fellowship,0,1,0,0,0,0,0,0,0,0
fellowships,0,0,0,0,1,1,0,0,0,0
felt,0,0,0,0,1,0,0,0,0,1
female,0,0,0,0,0,0,0,0,3,0
fewer,0,0,0,0,1,2,0,0,2,0
fi,0,0,0,0,0,1,2,0,0,0
fibre,0,0,0,0,0,0,16,0,0,0
field,0,0,0,0,0,2,1,0,0,0
fields,0,0,0,0,0,6,0,0,0,0
fifixed,0,1,0,0,0,0,0,0,0,0
fifth,0,1,0,0,0,0,0,0,0,0
figureheads,0,0,0,0,0,0,0,0,0,1
figures,0,0,0,0,2,0,0,0,0,0
film,0,0,0,0,0,0,0,0,1,0
fin,0,0,0,0,0,1,0,0,0,0
final,0,1,0,0,2,1,0,1,0,0
finally,0,0,0,0,0,0,0,0,1,0
finance,0,9,0,0,7,3,3,0,0,0
financed,0,0,0,0,0,6,0,0,0,0
finances,0,0,0,1,0,0,0,0,0,0
financial,1,6,0,1,4,1,1,5,5,5
financing,0,0,0,0,0,2,0,0,0,0
find,0,1,0,0,1,0,0,0,1,0
finding,0,1,0,0,0,0,0,2,0,0
findings,0,0,0,0,0,1,2,0,1,0
fines,0,1,0,0,0,0,0,0,0,0
finishing,0,0,0,0,0,1,0,0,0,0
finland,0,1,0,0,0,0,0,0,0,0
fintech,0,1,0,0,0,0,0,0,0,0
firm,0,0,0,1,0,0,0,0,0,0
firmly,0,0,0,0,0,0,0,0,0,1
firms,0,5,0,0,0,2,0,1,0,0
first,0,5,0,2,7,9,6,1,17,2
firstly,0,0,0,0,0,0,0,0,2,0
fiscal,0,0,0,0,0,0,1,0,0,1
fit,1,0,0,2,0,0,0,1,0,0
fits,0,0,0,0,0,0,0,0,1,1
five,1,5,0,1,1,5,4,8,2,4
fiveyear,0,0,0,0,0,0,1,0,0,0
fix,0,0,0,0,2,0,0,0,0,0
fixed,0,5,0,0,0,0,2,0,0,0
flagship,0,0,0,0,0,0,0,0,1,0
fleet,0,0,0,0,1,1,0,0,0,0
fleets,0,0,0,0,0,0,1,0,0,0
flexibility,0,0,0,0,2,1,2,0,2,1
flexible,1,1,0,0,4,3,0,3,13,1
flexibly,0,0,0,0,0,0,1,0,1,0
flights,0,0,0,0,0,0,2,0,0,0
flood,0,0,0,0,0,0,3,0,0,0
flooding,0,0,0,0,0,0,3,0,0,0
floodresilient,0,0,0,0,0,0,1,0,0,0
flourish,0,2,0,0,1,0,3,0,0,0
flourishes,0,0,0,0,0,1,0,0,0,0
flow,0,0,0,0,0,7,0,0,0,0
focus,1,4,0,0,2,1,2,3,4,3
focused,0,7,0,0,1,1,0,0,4,1
focuses,0,1,0,0,0,0,0,0,0,0
focusing,0,2,0,0,1,1,1,0,1,1
follow,0,0,0,1,0,1,1,1,0,0
following,0,3,0,0,1,1,1,1,0,2
food,0,12,0,0,3,4,3,1,0,3
foot,0,1,0,0,0,0,0,0,0,0
footing,0,0,0,0,0,0,0,0,1,0
force,0,0,0,0,0,0,1,0,0,0
forces,0,1,0,0,0,0,1,2,0,0
forefront,0,2,0,0,7,3,2,5,0,0
foreign,0,2,0,0,0,1,0,1,0,0
foreword,0,0,0,1,0,0,0,0,0,0
forge,0,0,0,1,0,0,0,1,0,0
forged,0,0,0,0,0,0,0,0,0,1
fork,0,0,0,0,1,0,2,0,0,1
form,0,2,0,0,0,2,0,0,2,0
formal,0,0,0,0,0,0,0,1,0,1
formation,0,2,0,0,0,0,0,0,0,0
formed,0,0,0,0,0,0,0,0,1,0
former,0,0,0,0,0,0,0,0,0,1
forms,0,0,0,0,0,0,2,0,1,2
formula,0,0,0,0,0,0,0,0,1,0
forthcoming,0,0,0,0,2,0,2,0,1,0
fortunate,0,0,0,0,0,1,0,0,0,0
forums,0,0,0,0,1,0,0,1,0,0
forward,0,3,0,0,0,0,4,1,1,5
fossil,0,0,0,0,0,1,0,0,0,0
foster,0,0,0,0,1,1,0,0,0,1
fostering,0,0,0,0,0,1,0,2,0,0
fosters,0,0,0,0,0,0,0,0,1,0
found,0,1,0,0,1,1,0,0,1,1
foundation,0,1,0,0,0,0,1,0,2,0
foundational,0,0,0,0,0,0,0,0,1,0
foundations,3,4,0,2,2,0,2,11,1,6
founded,0,3,0,0,0,0,0,0,0,0
four,0,5,0,2,8,5,2,2,6,2
fourth,0,2,0,0,5,1,0,0,0,0
fourthly,0,0,0,0,0,0,0,0,1,0
fpro,0,0,0,0,0,0,1,0,0,0
fra,0,0,0,0,0,1,0,0,0,0
framework,0,3,0,0,4,10,5,2,1,2
frameworks,0,2,0,0,0,1,0,0,0,0
france,0,2,0,0,0,1,1,2,0,0
frank,0,0,0,0,0,1,0,0,0,0
frankfurt,0,0,0,0,0,0,1,0,0,0
free,1,1,0,0,0,1,2,6,2,0
freely,0,0,0,0,1,0,1,0,0,0
freemarket,0,0,0,1,0,0,0,0,0,0
freetrading,0,1,0,0,0,0,0,0,0,0
freight,0,0,0,0,0,0,2,0,0,0
french,0,1,0,0,0,0,0,0,0,0
frequent,0,0,0,0,0,0,1,0,0,0
frequently,0,0,0,0,0,0,1,0,0,0
fresh,0,0,0,0,0,0,0,0,0,1
friction,0,0,0,0,0,0,1,0,0,0
frictionless,0,0,0,0,0,0,0,1,0,0
frictions,0,0,0,0,0,1,0,0,0,0
friends,0,0,0,0,0,0,0,1,0,0
frontier,0,7,0,0,0,0,1,0,0,0
frontiers,0,0,0,0,0,2,0,0,0,0
fronts,0,0,0,0,0,0,0,0,1,0
fuel,0,0,0,0,1,0,0,0,0,0
fuels,0,0,0,0,1,1,0,0,0,0
fulfil,0,0,0,1,0,0,0,0,1,0
fulfilled,0,0,0,0,1,0,0,0,0,0
fulfilling,0,0,0,1,0,0,0,2,0,0
fulfilment,0,1,0,0,0,0,0,0,0,0
full,0,3,0,1,3,0,15,3,5,4
fuller,0,0,0,0,2,0,0,0,0,0
fulltime,0,1,0,0,0,0,0,0,1,0
fully,0,1,0,1,2,2,1,0,1,1
functional,0,0,0,0,0,0,0,0,2,0
functions,0,0,0,0,0,0,0,0,0,2
fund,0,7,0,1,6,22,20,2,4,13
fundamental,0,1,0,0,1,2,1,1,1,0
fundamentally,0,0,0,0,0,0,0,2,0,0
funded,0,3,0,0,0,1,1,1,1,0
funding,1,5,0,0,4,24,6,2,10,9
funds,0,1,0,1,0,0,0,0,1,0
furthering,0,1,0,0,0,0,0,0,0,0
furthermore,0,0,0,0,0,1,0,0,1,0
fusion,0,0,0,0,1,0,0,0,0,0
future,6,18,0,10,18,10,15,13,5,10
futures,0,0,0,0,0,0,0,0,0,1
g,0,7,0,0,2,1,19,1,1,0
gain,0,0,0,0,0,0,0,0,2,0
gained,0,2,0,0,0,0,0,1,0,0
gaining,0,0,0,0,0,0,1,0,0,0
game,0,0,0,0,0,1,0,1,0,0
games,0,2,0,0,0,1,0,1,1,0
gap,0,3,0,0,0,1,0,0,12,0
gaps,0,1,0,0,0,1,0,1,4,1
garage,0,0,0,0,1,0,0,0,0,0
gas,0,0,0,0,1,0,3,0,0,5
gateshead,0,0,0,0,0,0,0,0,0,1
gateway,0,0,0,0,0,0,1,0,0,0
gateways,0,0,0,0,0,0,1,0,0,0
gbp,0,0,0,0,1,0,0,0,0,0
gbr,0,0,0,0,0,1,0,0,0,0
gcse,0,0,0,0,0,0,0,0,3,0
gdp,0,2,0,0,1,7,2,1,1,0
geared,0,1,0,0,0,0,0,0,0,0
gender,0,0,0,0,0,0,0,0,13,0
gene,0,0,0,0,1,0,0,0,0,0
general,0,0,0,0,1,2,1,0,0,0
generally,0,1,0,0,0,0,1,0,0,0
generate,0,2,0,0,1,1,1,1,1,0
generated,0,0,0,0,0,0,1,0,0,0
generates,0,0,0,0,1,0,0,0,0,0
generating,0,5,0,0,0,2,2,0,0,0
generation,0,2,0,0,2,3,6,1,4,1
generational,0,0,0,0,0,1,0,1,0,0
generations,0,0,0,0,2,0,0,0,0,0
generous,0,0,0,0,0,0,0,0,2,0
genes,0,0,0,0,1,0,0,0,0,0
genetic,0,0,0,0,0,1,0,0,0,1
genetics,0,0,0,0,1,0,0,0,0,0
genome,0,0,0,0,0,0,0,2,0,0
genomics,0,2,0,0,0,0,0,0,0,0
genuine,0,1,0,0,0,0,0,0,0,0
geographic,0,0,0,1,0,0,1,0,0,0
geographical,0,0,0,0,0,0,0,0,0,1
geographically,0,0,0,0,0,0,2,0,0,0
geographies,0,0,0,0,0,0,0,0,0,1
geography,0,0,0,0,0,0,1,0,0,1
george,0,0,0,0,0,1,0,0,0,0
geospatial,0,0,0,0,0,0,3,0,0,0
german,0,1,0,0,0,0,0,0,0,0
germany,0,2,0,0,1,1,1,2,0,0
get,0,2,0,0,0,0,0,1,0,0
getting,0,0,0,0,0,2,1,0,1,0
giftware,0,0,0,0,0,0,0,0,0,1
gigabitcapable,0,0,0,0,0,0,1,0,0,0
gigabytes,0,0,0,0,0,0,1,0,0,0
girls,0,0,0,0,0,0,0,0,2,0
give,0,4,0,0,0,0,3,0,3,0
given,0,2,0,0,1,0,1,0,1,2
gives,0,1,0,0,0,0,0,0,1,1
giving,0,1,0,0,1,1,1,0,2,0
gkn,0,1,0,0,0,0,0,0,0,0
glance,0,1,0,0,0,0,0,0,0,0
glasgow,0,0,0,0,0,1,1,1,0,0
glaxosmithkline,0,1,0,0,0,0,0,0,0,0
global,2,15,0,4,34,28,21,10,2,5
globally,0,4,0,0,3,2,1,1,0,0
globe,0,2,0,0,1,0,0,1,0,0
glyndwr,0,0,0,0,0,1,0,0,0,0
go,0,4,0,0,0,2,0,1,9,0
goal,0,0,0,0,0,0,2,0,0,0
goals,0,0,0,0,3,0,1,1,2,1
godfrey,0,0,0,0,0,1,0,0,0,0
goes,0,0,0,0,0,0,0,0,0,1
going,0,1,0,0,0,0,0,0,0,0
gold,0,0,0,0,0,0,1,0,0,0
goldman,0,3,0,0,0,0,0,0,0,0
good,0,13,0,0,3,1,0,4,17,6
goodfellow,0,0,0,0,0,1,0,0,0,0
goods,2,3,0,0,4,0,4,1,0,0
governance,0,2,0,0,1,1,0,0,0,1
government,2,72,0,3,29,16,29,16,20,38
governments,0,1,0,0,3,1,0,10,0,1
govtech,0,1,0,0,1,0,2,0,0,0
grade,0,0,0,0,0,0,0,0,1,0
graduate,0,2,0,0,0,1,0,0,3,0
graduated,0,1,0,0,0,0,0,0,0,0
graduates,0,0,0,0,0,0,0,0,8,0
graduation,0,0,0,0,0,0,0,0,1,0
grand,2,4,0,1,18,8,6,9,1,0
grant,0,0,0,0,1,2,1,0,0,0
granted,0,0,0,0,0,0,1,0,0,0
grants,0,0,0,0,0,1,0,0,0,0
graphene,0,0,0,0,0,1,0,0,0,0
grappling,0,0,0,0,1,0,0,0,0,0
gravity,0,0,0,0,0,0,3,0,0,0
grc,0,0,0,0,0,1,0,0,0,0
great,0,6,0,0,2,1,1,4,1,3
greater,0,6,0,0,3,2,14,3,4,10
greatest,0,0,0,0,2,0,0,1,1,2
greatly,0,0,0,0,0,1,0,0,0,0
green,0,9,0,1,11,1,7,5,1,0
greenfield,0,0,0,0,0,0,0,0,2,0
greenwich,0,0,0,0,0,0,1,0,0,0
greg,0,0,0,1,0,0,0,0,0,0
gregg,0,0,0,0,0,0,0,1,0,0
grenfell,0,0,0,0,0,0,1,0,0,0
grew,0,0,0,0,0,0,0,0,3,0
grid,0,0,0,0,1,0,3,0,0,0
grimsby,0,0,0,0,0,0,0,0,0,6
groceries,0,1,0,0,0,0,0,0,0,0
grocery,0,0,0,0,1,0,0,0,0,0
gross,0,2,0,0,0,1,0,0,0,0
ground,0,0,0,0,0,0,1,0,1,0
grounded,0,0,0,0,0,0,0,0,0,1
group,0,6,0,0,0,0,0,0,2,0
grouping,0,0,0,0,0,0,0,0,0,1
groups,0,0,0,0,2,1,0,2,8,0
grow,1,12,0,1,6,3,5,2,0,2
growing,1,13,0,0,8,6,4,2,7,2
grown,0,0,0,0,1,1,1,0,0,0
grows,1,1,0,0,0,1,0,0,0,0
growth,0,32,0,6,20,18,46,11,7,46
gsk,0,1,0,0,0,0,0,0,0,0
guarantee,0,1,0,0,0,0,0,0,0,1
guaranteed,0,0,0,0,2,0,0,0,0,0
guardian,0,1,0,0,1,0,0,0,0,0
guidance,0,0,0,0,0,0,0,0,3,1
guide,0,0,0,0,0,1,0,0,0,1
